document_id,review,cleaned_review,sentiment
192,"I first saw Titanic as a child and remember liking it, mom used to listen to the soundtrack at home growing up, then I saw the movie again in 2012 for the hundred year anniversary of the sinking and loved it, I actually became very obsessed with it back then and my high school friends even made fun of me for it. Then in February this year I watched it again in IMAX and was blown away. This movie does not get old. Such a masterpiece. At the end of the film the girl next to me cried for 5 minutes as the credits flew by. Not a dry tear duct in that cinema. THAT'S WHAT MOVIE MAGIC IS ALL ABOUT BABY! Something about Titanic reminds us all of true love. Jack and Rose's romance is true love put into action amidst class divides and tragedy. James Horner's score makes me Hornee, absolutely beautiful. I listened to the full soundtrack 10 minutes ago, and it's actually what prompted me to write this review.I think Titanic is my favourite film of all time...",first saw titan child rememb like mom use listen soundtrack home grow saw movi hundr year anniversari sink love actual becam ob back high school friend even made fun februari year watch imax blown away movi get old masterpiec end film girl next cri minut credit flew dri tear duct cinema that movi magic babi someth titan remind u true love jack rose romanc true love put action amidst class divid tragedi jame horner score make horne absolut beauti listen full soundtrack minut ago actual prompt write reviewi think titan favourit film time,positive
193,"OK, so somehow I've managed to get to the age of 27 never having seen Titanic. Sure I know people love it, it won all the Oscars, it's constantly talked about, but I just kept thinking ""can it really be that good, surely it's over-hyped""... reader, it really is that good.The love story between Jack and Rose is just so engaging. So much so I was willing the ship not to sink so I could watch more of it. The chemistry between DiCaprio and Winslet is spot on and I was so drawn in by the story they were telling. Just wonderful.Then there's the actual sinking of the Titanic which is expertly retold by Cameron. You feel every moment of dread and panic. It makes for a harrowing and powerful watch and also a visual spectacle.The set design and costume etc are all superb. You totally feel like you are on the ship and thrust into the time period.Also, considering it is over three hours long, James Cameron manages to make it fly by. I must admit the length of the film always kind of put me off watching it but rest assured it does not feel long at all, such is the technical mastery and the brilliant story.Fantastic score too.Titanic is one of those films where, if like me you have put off watching it, you should remedy that as soon as possible. You will not be disappointed.",ok somehow ive manag get age never seen titan sure know peopl love oscar constantli talk kept think realli good sure overhyp reader realli goodth love stori jack rose engag much will ship sink could watch chemistri dicaprio winslet spot drawn stori tell wonderfulthen there actual sink titan expertli retold cameron feel everi moment dread panic make harrow power watch also visual spectacleth set design costum etc superb total feel like ship thrust time periodalso consid three hour long jame cameron manag make fli must admit length film alway kind put watch rest assur feel long technic masteri brilliant storyfantast score tootitan one film like put watch remedi soon possibl disappoint,positive
194,"James Francis Cameron's Titanic is a well done film, but I think it gets more credit than it deserves.  True, the film won eleven Academy awards (including 3 for Cameron and 2 for composer James Horner), but I think it shouldn't had been ranked so high- like with Ben-Hur status.If you don't know the story of Titanic now, your probably one of the ones who didn't survive because the story is world-renoun.  So are it's actors (Leonardo DiCaprio is not at his best, Kate Winslet is at least hot, and Billy Zane works as a villain) who work into Jim Cameron's script about romance on the high seas.  Luckily, the film doesn't go as slow as you may think, but still, that's no excuse to have the Titanic sinking in the movie longer than it did in  real life.But seriously, this film does have many great qualitites.  The story is well lay out, and the special effects are dazzling (it actually looks like the Titanic is sinking) which also won a Oscar.  One of the great points in this film is the score by James Horner which is his best and one of the best ever, but that is over-shadowed by fancy fireworks and bad acting.  Good direction though.  B",jame franci cameron titan well done film think get credit deserv true film eleven academi award includ cameron compos jame horner think shouldnt rank high like benhur statusif dont know stori titan probabl one one didnt surviv stori worldrenoun actor leonardo dicaprio best kate winslet least hot billi zane work villain work jim cameron script romanc high sea luckili film doesnt go slow may think still that excus titan sink movi longer real lifebut serious film mani great qualitit stori well lay special effect dazzl actual look like titan sink also oscar one great point film score jame horner best one best ever overshadow fanci firework bad act good direct though b,positive
195,Titanic was such a wonderful movie!!! It accurately portrayed how the ship sunk to begin with. The storyline behind it all including the CAST!!! A+++ Film,titan wonder movi accur portray ship sunk begin storylin behind includ cast film,negative
196,"It was a really good mom movie and I did enjoy it. But it's not a masterpiece!! Don't get mad at me. And people say that it's very sad and impossible to cry NO ITS NOT SAD AT ALL. Okay it is sad, but like terminator 2 is actually more sad.",realli good mom movi enjoy masterpiec dont get mad peopl say sad imposs cri sad okay sad like termin actual sad,negative
197,"I don't know how to explain my feelings, but this movie give tears for my eyes...",dont know explain feel movi give tear eye,neutral
198,"Although visually stunning, the screenplay might have been written by a four year old. Cameron´s vision of mankind´s most famous disaster is simply to much. It´s not enough to take it to perfection from the visual point of view, you also have to frame it into a good story line, witch Unfortunately it is not so good. It´s childish, often embarrassing and usually boring.",although visual stun screenplay might written four year old cameron vision mankind famou disast simpli much enough take perfect visual point view also frame good stori line witch unfortun good childish often embarrass usual bore,positive
199,"Can we say predictable?  Can we say simplistic?  Can we say a badly told love story with NOTHING new that exists only to fill time before a roller coast sfx show happens?  Can we say 3 hours of annoying drivel written by hacks hammed up by ""beautiful"" media darling actors?We don't have to say any of this.  Cameron did it for us and spent WAY too much money doing it.Perfect 1.  Nuff said.",say predict say simplist say badli told love stori noth new exist fill time roller coast sfx show happen say hour annoy drivel written hack ham beauti medium darl actorsw dont say cameron u spent way much money itperfect nuff said,positive
200,"It's just stupid that says this movie is bad.
Titanic is one of the best films ever made, not even today there is anyone who dares to make a remake because everyone knows that there will never be a film about Titanic better than this one.",stupid say movi bad titan one best film ever made even today anyon dare make remak everyon know never film titan better one,neutral
201,"This movie has always brought tears to my eyes no matter how many times i watch it, upset they took it off netflix.",movi alway brought tear eye matter mani time watch upset took netflix,neutral
202,This is a classic movie I watched as a child with my family. The whole family gathered around the TV and watched. My whole family loves it. People discuss many details in the movie after watching.The content is about the classic shipwreck and the love between Jack and Rose. These are also my two favorite movie actors.,classic movi watch child famili whole famili gather around tv watch whole famili love peopl discus mani detail movi watchingth content classic shipwreck love jack rose also two favorit movi actor,positive
203,"So aside from its sweeping spectacle and moving depiction of real-life tragedy, what does the story of Jack and Rose bring to the table? In spite of how persuasive the film is, one must remember - it's ultimately a work of fiction, not a documentary. Like any period drama, it is an interpretation of how society worked at the time. Jack and Rose, as well as being beautifully played by DiCaprio and Winslet, are incredibly well crafted. They are a window into a much more subtle form of racism, which is still prevalent today. It's called class, and in the latter half of the movie, it becomes a tool with which to decide who lives and who dies.First of all, just look at this film. The resplendent wonder of the film's set design, both interior and exterior, places you right on board. It looks and feels the part. And when the inevitable disaster strikes, Cameron grabs onto you and drags you through each painful moment in striking detail. The sinking of the Titanic is brought to life with exquisite attention to detail and astonishing visual effects. It makes for the greatest disaster scenes in any movie I've seen.Titanic has pretty much anything you can ask for. It's a romance; it's a disaster movie; it's an action film; it's got a sense of humour and wit; it's a period drama; it's a tragedy. Summed up, Titanic is about as perfect a cinematic experience as you're ever likely to get.The performances just take your breathe away. Jack and Rose's love story is so full of life and heart and what true love should be even if it's a battle or your not the same class and can't be together ounce you find your soulmate that's what love is about. Their characters felt so human and that really is what puts this movie at a whole new level. The camerawork is some of the best I have ever seen in any film. I don't even want to spoil how thrilling, chilling, beautifully well done the Titanic sinking part of the film is because it is something you just have to see for yourself and experience the devastating heartbreaking tragedy that occurred.So as much as our culture remembers Titanic for the romance, fittingly the deepest theme of this movie about so many tragic deaths is finding the will to live. In order for Rose to recapture her will to live, she needs to honestly face what's wrong in her life and cut that out. Committing to being alive means committing to living authentically as oneself.",asid sweep spectacl move depict reallif tragedi stori jack rose bring tabl spite persuas film one must rememb ultim work fiction documentari like period drama interpret societi work time jack rose well beauti play dicaprio winslet incred well craft window much subtl form racism still preval today call class latter half movi becom tool decid live diesfirst look film resplend wonder film set design interior exterior place right board look feel part inevit disast strike cameron grab onto drag pain moment strike detail sink titan brought life exquisit attent detail astonish visual effect make greatest disast scene movi ive seentitan pretti much anyth ask romanc disast movi action film got sen humour wit period drama tragedi sum titan perfect cinemat experi your ever like getth perform take breath away jack rose love stori full life heart true love even battl class cant togeth ounc find soulmat that love charact felt human realli put movi whole new level camerawork best ever seen film dont even want spoil thrill chill beauti well done titan sink part film someth see experi devast heartbreak tragedi occurredso much cultur rememb titan romanc fittingli deepest theme movi mani tragic death find live order rose recaptur live need honestli face what wrong life cut commit aliv mean commit live authent oneself,positive
204,"My best comment for this was that offered by my then 13 year old granddaughter. When one of her friends gushed over it, her only reply was, ""Let me guess... There's either a rich boy and poor girl, or a rich girl and poor boy. The ship sinks. One of them dies. Right?"" There are so many great real stories to be told of the Titanic, why do almost all film makers feel compelled to invent a contrived, maudlin story line?Of course, unlike her friend, my granddaughter already knew the stories of the Strausses, Wallace Hartley, John Astor, Benjamin Guggenheim, Molly Brown, and so many others.If James Cameron had simply chosen to use all his skill and special effects budget to tell the sort of honest story told in ""A Night To Remember"", it would've been an all-time great. As it was, it alternated between brilliant and annoying.",best comment offer year old granddaught one friend gush repli let guess there either rich boy poor girl rich girl poor boy ship sink one die right mani great real stori told titan almost film maker feel compel invent contriv maudlin stori lineof cours unlik friend granddaught alreadi knew stori strauss wallac hartley john astor benjamin guggenheim molli brown mani othersif jame cameron simpli chosen use skill special effect budget tell sort honest stori told night rememb wouldv alltim great altern brilliant annoy,positive
205,Titanic looked so beautiful and awesome in 4K 3D . James Cameron should have thought about remastered 4k since 1997 25 years since I was a little toddler when I watched it on vhs 📼. The 3D effects and sound was so outstanding. I hope they release it on 4k disc and I'll add it to my Disney blu ray collection. 3D 4k is the number one best remastered. I hope titanic fans see this movie before Valentine's Day . And James Cameron if your seeing my review you deserve an Oscar again for releasing titanic and making 3D 4k a hit.I'll never let go titanic I'll keep her in my dvd blu Ray collection forever.,titan look beauti awesom k jame cameron thought remast k sinc year sinc littl toddler watch vh effect sound outstand hope releas k disc ill add disney blu ray collect k number one best remast hope titan fan see movi valentin day jame cameron see review deserv oscar releas titan make k hitil never let go titan ill keep dvd blu ray collect forev,neutral
206,"After reading the other comments, I was glad there is such a common consent and unanimity on the fact that the part about the ship was good while the plot, particularly the love story, was naive and boring.   Even the dialogue is interesting and relatively witty in the parts about the ship and the characters other than Jack and Rose, while all conversation between the two lovers is boring and naive.  I am surprised there wasn't much effort in creating a more mature and deeper love story, especially with the effort put in the movie as a whole.  James Cameron  did a very good job directing the ship and her sinking, characters like Moly Brown were amusing but there was nothing special about the main characters.  I wonder what was behind the choice of Leonardo DiCaprio for that role, given his young look (One expected a more mature looking man). I would advise people to watch it and appreciate the technical effects but with low expectations of the plot.",read comment glad common consent unanim fact part ship good plot particularli love stori naiv bore even dialogu interest rel witti part ship charact jack rose convers two lover bore naiv surpris wasnt much effort creat matur deeper love stori especi effort put movi whole jame cameron good job direct ship sink charact like moli brown amus noth special main charact wonder behind choic leonardo dicaprio role given young look one expect matur look man would advis peopl watch appreci technic effect low expect plot,positive
207,"This movie warmed my heart as a child, and it won 11 oscars so it's surprise no one talks about this one that much anymore.Jack and rose is the ultimate couple in the movie history, jack from a third class ticket meets the first class ticket rose and they fall in love despite their backgrounds.It's awful what to titanic in the real life. And this movie honor it very well.",movi warm heart child oscar surpris one talk one much anymorejack rose ultim coupl movi histori jack third class ticket meet first class ticket rose fall love despit backgroundsit aw titan real life movi honor well,positive
208,"O.K., don't get misled by the one-line summary, I thought ""Titanic"" was a descent movie, but in no way was it the best film of the year, not even close. Let's face it, if DiCaprio isn't in the cast, this movie doesn't break the records. The performances were all half-way decent at best (I could have played Jack, it was that difficult of a part). But the special effects were nice. The plot was textbook romance and there was nothing surprising, even when Jack died. All in all, this movie was ok. I give it a 6 out of 10. If you want to see a real Cameron movie see ""True Lies"". That's a movie that has got it all. Fun, action, comedy, and a surprise here and there. Finally the main reason this movie could have been better is if the screenplay was better. ""Good Will Hunting"" won for best screenplay in '97 and they deserved it a lot more. A good movie, but ladies, lets just leave it at that.",ok dont get misl onelin summari thought titan descent movi way best film year even close let face dicaprio isnt cast movi doesnt break record perform halfway decent best could play jack difficult part special effect nice plot textbook romanc noth surpris even jack die movi ok give want see real cameron movi see true lie that movi got fun action comedi surpris final main reason movi could better screenplay better good hunt best screenplay deserv lot good movi ladi let leav,positive
209,"In many ways Titanic is a great movie. The effects are realistic enough to let you get right into it and the performances are generally very good; especially the gorgeous Kate who convinces with, or without, her kit on. It is a story of an ill fated but grand love affair. An unhappy heiress falls for a lovely poor guy over the rich, handsome, total bastard she's engaged to and trouble inevitably follows. This epic story is played out against the backdrop of a ship sinking which adds to the emotion, poignancy, hysteria and general tearfulness of it all and therein lies my problem with this flick.Before Titanic was a film it was a ship. Many real people died. Their families still remember. (yes even a century later), This movie is not a tribute or an insult. It is a disregarding of their memory. Jack and Rose could have had their moment in any one of a thousand scenarios. Why sully this tragic event?The sinking of the Titanic is a great historical tragedy. Not only death, but needless death, plus the loss of a magnificent machine, which was a tribute to human endeavour and ingenuity. The folly of her reckless handling in dangerous waters ( That's the ship, not Kate). The stupidity of man's ""unsinkable"" challenge to nature. The struggle of the crew to save as many people (especially rich ones) as possible. What a great film that could be (they tried to make it in 1958). A story that respected every gasp for air, every self sacrifice, every bloody engineer. Why did we need Jack and Rose? Is this the price we pay for Hollywood.",mani way titan great movi effect realist enough let get right perform gener good especi gorgeou kate convinc without kit stori ill fate grand love affair unhappi heiress fall love poor guy rich handsom total bastard she engag troubl inevit follow epic stori play backdrop ship sink add emot poignanc hysteria gener tear therein lie problem flickbefor titan film ship mani real peopl die famili still rememb ye even centuri later movi tribut insult disregard memori jack rose could moment one thousand scenario sulli tragic eventth sink titan great histor tragedi death needle death plu loss magnific machin tribut human endeavour ingenu folli reckless handl danger water that ship kate stupid man unsink challeng natur struggl crew save mani peopl especi rich one possibl great film could tri make stori respect everi gasp air everi self sacrific everi bloodi engin need jack rose price pay hollywood,positive
210,"It certainly has its flaws. Mainly in dialogue (occasionally) but this film is wildly entertaining and thus being a 3 hour movie it doesn't really stagger. You feel the true journey of the ship and not just it's final moments above water. Leo and Kate are great in this. King Kathy bates is also perfect. The set, costumes, make up, music, visuals/cinematography, directing all wonderful. It's a great classic film that presents itself as powerful as the ship appeared to be. Even though the ending isn't what a Leo fan girl wants it does allow you to feel more of what the survivors feel wondering if their loved ones survived or if they knew they hadn't. James Cameron is always ambitious with his films but this one is distinguishing. Not the best love story ever but defiantly an iconic one. Knowing how much time and love James Cameron put into making this film and researching it makes you appreciate the film so much more.",certainli flaw mainli dialogu occasion film wildli entertain thu hour movi doesnt realli stagger feel true journey ship final moment water leo kate great king kathi bate also perfect set costum make music visualscinematographi direct wonder great classic film present power ship appear even though end isnt leo fan girl want allow feel survivor feel wonder love one surviv knew hadnt jame cameron alway ambiti film one distinguish best love stori ever defiantli icon one know much time love jame cameron put make film research make appreci film much,positive
211,"Titanic, is a movie about love, the dramatic Titanic sink, difference between the rich and the poor and how people are only thinking about themselves. The movie is perfect in any way, including the acting, action, plot, camera-filming and much, much more. This is the first time I am watching Titanic, and I am impressed that this movie was better than I expected. In this movie, the rich and the poor people, for different reasons, are traveling from England to New York with Titanic. This is also based on true story, by the way. They are showing the romance of a rich girl and a poor boy, that they are loving each other, but it is difficult when the two stages of richdom are combining each other. When the catastrophe begins, you can see how the rich people only cared about themselves, not the others. The characters where played very well, including Jack Dawson (Leonardo DiCaprio) and Rose DeWitt Bukater (Kate Winslet) it was a fantastic duo in this movie, and the rest of the characters where also played well and they made a great expression. James Cameron is making most of his movies great, very long movies usually, but he is still using the time well and not wasting it like some directors like to do. I think that it make sense that this movie have got so many Oscars and I recommend this movie for everyone.",titan movi love dramat titan sink differ rich poor peopl think movi perfect way includ act action plot camerafilm much much first time watch titan impress movi better expect movi rich poor peopl differ reason travel england new york titan also base true stori way show romanc rich girl poor boy love difficult two stage richdom combin catastroph begin see rich peopl care other charact play well includ jack dawson leonardo dicaprio rose dewitt bukat kate winslet fantast duo movi rest charact also play well made great express jame cameron make movi great long movi usual still use time well wast like director like think make sen movi got mani oscar recommend movi everyon,positive
212,"First time I watched this film, I fell asleep half way through...because the first half is complete rubbish, don't know how I managed to sit through it all again, must have been the triple espresso cups I had lined up! The end of this film is the only thing worth watching and the only part I would watch if I ever got round to this film again. 3 for the beginning and 8 for the end would be my votes if I could split. This film would fall into the same category for me as Pearl Harbor, which has some of the best special effects I have seen during the attack scene but again the film is less than a masterpiece when all elements are combined.",first time watch film fell asleep half way throughbecaus first half complet rubbish dont know manag sit must tripl espresso cup line end film thing worth watch part would watch ever got round film begin end would vote could split film would fall categori pearl harbor best special effect seen attack scene film le masterpiec element combin,positive
213,I genuinely completely and totally believe that watching this movie is the equivalent of falling in love. It's perfect.,genuin complet total believ watch movi equival fall love perfect,positive
214,"So much has been said about Titanic that it's hard to come up with anything new. Some people claim it's the greatest thing ever directed, others say one is too high of a rating. I fit in the middle. This movie had beautiful setting and scenery, some gorgeous shots of the ocean and the sunset. Three thumbs up to those who shot those scenes. And this movie DID have a plot, it didn't need to be three hours long, but non the less it was present. Titanic was a tragedy and this movie was not a celebration of it, it tried to put a story to it which it did. Although the characters were fictional, perhaps stories of the sort did happen (certainly not as dramatic though).Characters could of been a little more developed because with the exception of Sally Brown they were all black and white. I personally really liked the reactions of different people to what was happening on the ship. Nobility of the captain, mother's prayers, musicians attitude etc. Cameron very well portrayed those people.Something was missing from the plot however, it in a way lacked emotions. As I watching this movie, I realized that what was happening on that ship was awful, but I didn't get a sense of reality from it. I didn't feel the horror to the bones and I certainly didn't feel the pain of those people who were drowning. I mean, I knew it was there, I just didn't experience everything they did emotionally, and a good movie should make a person do that.I don't think this movie deserved an Oscar but it still deserved attention as a good movie with imperfections. After all, very few movies are flawless.",much said titan hard come anyth new peopl claim greatest thing ever direct other say one high rate fit middl movi beauti set sceneri gorgeou shot ocean sunset three thumb shot scene movi plot didnt need three hour long non le present titan tragedi movi celebr tri put stori although charact fiction perhap stori sort happen certainli dramat thoughcharact could littl develop except salli brown black white person realli like reaction differ peopl happen ship nobil captain mother prayer musician attitud etc cameron well portray peoplesometh miss plot howev way lack emot watch movi realiz happen ship aw didnt get sen realiti didnt feel horror bone certainli didnt feel pain peopl drown mean knew didnt experi everyth emot good movi make person thati dont think movi deserv oscar still deserv attent good movi imperfect movi flawless,positive
215,"In the past, I was unable to comprehend Jack; I always assumed that he was a romantic lad with liberal ideas who enjoyed leading an unrestrained life. The maxim ""To make each day count"" appealed to me because I desired adventure and independence. There is no purpose in focusing only on love because life is harsh and not a haven for those looking for pleasure. Thinking back on the entire movie, Jack's words and deeds eventually made it clear to me that he is the one who knows the most about love and life. He was the one who taught Rose how to love and live her life to the fullest. In addition to being Rose's lover, Jack Dawson served as her spiritual supporter. He cared for her until she was grey and helped her recall when she was unable to walk anymore: ""There was a man named Jack Dawson, and that he saved me in every way that a person can be saved.""",past unabl comprehend jack alway assum romant lad liber idea enjoy lead unrestrain life maxim make day count appeal desir adventur independ purpos focus love life harsh look pleasur think back entir movi jack word deed eventu made clear one know love life one taught rose love live life fullest addit rose lover jack dawson serv spiritu support care grey help recal unabl walk anymor man name jack dawson save everi way person save,positive
216,"At first glance, Titanic is an epic film. The scenery and cinematogrpahy are spectacular, and it is just a beautifully photographed movie. However, when you look past the superficial beauty of the film, much like Armageddon, its numerous shortcomings become clear. First of all, Titanic suffered badly from the transition from the big screen to video. This took away a lot of the hugeness of the film, and this inadvertently places more attention on the story and the acting, both of which were the biggest problems with the film. I went to see this movie to see the sinking of the Titanic, not to see some elaborately fabricated love story. Titanic is a landmark film as a result of the sinking of the ship and the fact that it inexplicably turned out to be such a huge moneymaker. There is absolutely nothing great about the acting, the story is nothing that hasn't been seen dozens of times before, and the directing is awkward, probably due to the fact that James Cameron, who is an excellent director, is so used to directing the Frankenstein-like Schwarzenegger as the Terminator. This is not to say that the directing was bad, it wasn't at all, but there is nothing special to be said about the directing because James Cameron is not really a director of this type of film.Kate Winslet was beautiful in Titanic. She delivered a wonderful performance in the film and was very convincing, as was Kathy Bates (as always) and even Billy Zane. I normally don't like him, but he was playing a dislikeable character, which is probably why I enjoyed his performance so much. Leonardo DiCaprio, however, delivered the worst performance of his career. If you want to see him really act, watch The Basketball Diaries or, even better, The Beach. Titanic is a beautifully made film. It suffered in the story and the acting departments, but it is an entertaining and easy to watch movie. It was not, however, the best picture of 1997. Not even close. There were probably 20 movies that were released in 1997 that were better than Titanic, but the Oscar's wouldn't have gained as much public support had they not given the Oscar to Titanic. It was a quality film, but don't be fooled by all of the hype.",first glanc titan epic film sceneri cinematogrpahi spectacular beauti photograph movi howev look past superfici beauti film much like armageddon numer shortcom becom clear first titan suffer badli transit big screen video took away lot huge film inadvert place attent stori act biggest problem film went see movi see sink titan see elabor fabric love stori titan landmark film result sink ship fact inexplic turn huge moneymak absolut noth great act stori noth hasnt seen dozen time direct awkward probabl due fact jame cameron excel director use direct frankensteinlik schwarzenegg termin say direct bad wasnt noth special said direct jame cameron realli director type filmkat winslet beauti titan deliv wonder perform film convinc kathi bate alway even billi zane normal dont like play dislik charact probabl enjoy perform much leonardo dicaprio howev deliv worst perform career want see realli act watch basketbal diari even better beach titan beauti made film suffer stori act depart entertain easi watch movi howev best pictur even close probabl movi releas better titan oscar wouldnt gain much public support given oscar titan qualiti film dont fool hype,positive
217,"I really just wanted to vote on this film.  Contrary to what many say, this film does deserve the worst ratings and does NOT deserve to be in the top 250 or 500 or 5,000,000 (including Hollywood and Bollywood).  Come on people, get some life experience and develop the right side of that brain!!!",realli want vote film contrari mani say film deserv worst rate deserv top includ hollywood bollywood come peopl get life experi develop right side brain,neutral
218,First time I cry in a movie. Well executed all around.,first time cri movi well execut around,positive
219,"This movie has everything you ask for in a movie. Drama, Suspense, good story, great performances, ti looks awesome, the fx are perfect for its time. What else do you want?",movi everyth ask movi drama suspens good stori great perform ti look awesom fx perfect time el want,positive
220,This movie I see at age of 20 and it was wonderful experience. Some scenes make me emotional and i also cry..,movi see age wonder experi scene make emot also cri,neutral
221,"This movie is my all time favourite movie. Titanic is One of the best movie I have ever seen. At the end it was so heartwarming, all the characters were just amazing...",movi time favourit movi titan one best movi ever seen end heartwarm charact amaz,positive
222,"Titanic (1997) **** (out of 4) James Cameron's Oscar-winning love story about star crossed lovers (Leonardo DiCaprio, Kate Winslet) who come from different back grounds but fall in love aboard the Titanic. I remember seeing this on its opening weekend and it's amazing to see how well the film holds up after all these years. Yes, since it became so popular there are always going to be those who hold that against the film and while it's far from a masterpiece I do think it holds up quite nicely against many of the classic epics that have been made since D.W. Griffith's THE BIRTH OF A NATION. That film, GONE WITH THE WIND, BEN HUR and other epics were all grand on scale, told big stories with big effects and each of them had flaws here and there.The most amazing thing about TITANIC is the way Cameron is able to tell the fake story and mix it in with so many real-life people and events. Since 1997 I've watched countless documentaries on the real subject and watching the film on its re-release made me appreciate it so much more. The little details given about certain real-life people was a major plus and so were the smaller touches. The amount of love and detail that Cameron puts into every single shot of the movie makes it very poetic and at any time you can't help but just look around and try to take in everything in the frame. Very few films have gone all-in with their subject matters but this here goes for everything and just comes up short at a few times. It certainly helps that you have two strong leads turning in fine performance.Winslet was clearly the best of the bunch as she brings so much life to her character and perfectly manages to fit every side of her. Be it the rich, spoiled girl, the confused one, the heroic side or the love story aspect. I was less than thrilled with DiCaprio when I first saw the movie but looking back on the movie he too really stands out and delivers. Billy Zane, Kathy Bates, Frances Fisher, Bill Paxton and Gloria Stuart also deliver.I think the biggest flaws in the film can be had in the screenplay. Many people objected to having the fake characters so close to the real ones during the finale but this here didn't bother me too much as when we see the real people it's in situations based on what we're led to believe happened. What bothered me in 1997 and today is that Cameron decided to make Zane the main villain over the iceberg. I really think the story starts of go overboard during the third act as Leo gets chained up and then we have more drama wrapped around the real event. There's no question that the romance made this movie such a hit but I think it could have worked with everyone had the stuff with Zane been toned down. God knows there was enough drama with the sinking to make up for Zane running around with a gun. With that said, that's about the only problem with TITANIC and those things aren't disastrous enough to ruin the movie. There's no question that the romance works, the special effects are terrific and on the whole this is just a movie that works on every level.",titan jame cameron oscarwin love stori star cross lover leonardo dicaprio kate winslet come differ back ground fall love aboard titan rememb see open weekend amaz see well film hold year ye sinc becam popular alway go hold film far masterpiec think hold quit nice mani classic epic made sinc dw griffith birth nation film gone wind ben hur epic grand scale told big stori big effect flaw thereth amaz thing titan way cameron abl tell fake stori mix mani reallif peopl event sinc ive watch countless documentari real subject watch film rereleas made appreci much littl detail given certain reallif peopl major plu smaller touch amount love detail cameron put everi singl shot movi make poetic time cant help look around tri take everyth frame film gone allin subject matter goe everyth come short time certainli help two strong lead turn fine performancewinslet clearli best bunch bring much life charact perfectli manag fit everi side rich spoil girl confus one heroic side love stori aspect le thrill dicaprio first saw movi look back movi realli stand deliv billi zane kathi bate franc fisher bill paxton gloria stuart also deliveri think biggest flaw film screenplay mani peopl object fake charact close real one final didnt bother much see real peopl situat base led believ happen bother today cameron decid make zane main villain iceberg realli think stori start go overboard third act leo get chain drama wrap around real event there question romanc made movi hit think could work everyon stuff zane tone god know enough drama sink make zane run around gun said that problem titan thing arent disastr enough ruin movi there question romanc work special effect terrif whole movi work everi level,positive
223,"I hesitate to write anything at all, since there are already more than 400 entries on this site. So let me just pop off the first few things that come to mind... 1)Hardly ""Best Picture"" caliber. As has already been noted, the dialog is ridiculous; the leads have no romantic chemistry; and - most shocking of all - the fx really aren't worthy of the hype. The sinking is impressively staged, but scenes of the Titanic underway don't seem much more credible than a lot of back-projected stuff coming out of Hollywood six decades ago. The computer-generated pans of the ship and the ocean are staggeringly obvious. 2)Billy Zane must give one of the most unbearable performances in film history. Granted, Cameron's script gives him nothing to work with; the viewer who noted he seems to be playing Satan has it just right. The scenes where he shoots (!) repeatedly at Jack on the Grand Staircase (wouldn't the list on the ship make it pretty damn hard to navigate the staircase by this point?) and uses a child to ensure his place on a lifeboat are just idiotic. I found myself grimacing every time I looked at Zane's sallow face and slanted eyes; this brand of villainy went out in pictures - I don't know - about the time of the real Titanic sank. 3)The leads are pretty hapless; and the fact they are able to spend so much time submerged in freezing water while unlocking doors, wielding axes, etc. beggars credibility. 4)A lot of the supporting roles are well-played. David Warner doesn't fall into the trap of over-acting like Zane does, and comes off quite well as the villainous valet. He seems to be having fun, which is pretty much all an actor can do in a flick like this. Gloria Stuart is extremely effective as Old Rose; she more-or-less singlehandedly endows the film with all its human pathos. I also enjoyed Bill Paxton's performance. He etched pretty effectively the character of a jaded adventurer. If only he had some decent dialog to work with. Victor Garber - a very fine actor - is wasted as Thomas Andrews. He is invariably excellent in all his scenes. 5)Folks who take umbrage to the fictional characters would do well to remember a similar framework was used with Clifton Webb and Barbra Stanwyck as an estranged fictional couple in Negulesco's 1953 Titanic. 6)WHERE WAS THE CALIFORNIAN? If you're looking for a movie villain, this ship fits the bill. The decision to cut scenes set on the derelict vessel is really regrettable. 7)On the whole, a decent, passable picture, with many striking images and a great last hour. But it pales in comparison with the 1958 ""A Night to Remember,"" which better captured the human drama of the ship's final moments. On the other hand, far better than the Stanwyck-Webb opus.",hesit write anyth sinc alreadi entri site let pop first thing come mind hardli best pictur calib alreadi note dialog ridicul lead romant chemistri shock fx realli arent worthi hype sink impress stage scene titan underway dont seem much credibl lot backproject stuff come hollywood six decad ago computergener pan ship ocean staggeringli obviou billi zane must give one unbear perform film histori grant cameron script give noth work viewer note seem play satan right scene shoot repeatedli jack grand staircas wouldnt list ship make pretti damn hard navig staircas point use child ensur place lifeboat idiot found grimac everi time look zane sallow face slant eye brand villaini went pictur dont know time real titan sank lead pretti hapless fact abl spend much time submerg freez water unlock door wield axe etc beggar credibl lot support role wellplay david warner doesnt fall trap overact like zane come quit well villain valet seem fun pretti much actor flick like gloria stuart extrem effect old rose moreorless singlehandedli endow film human patho also enjoy bill paxton perform etch pretti effect charact jade adventur decent dialog work victor garber fine actor wast thoma andrew invari excel scene folk take umbrag fiction charact would well rememb similar framework use clifton webb barbra stanwyck estrang fiction coupl negulesco titan californian your look movi villain ship fit bill decis cut scene set derelict vessel realli regrett whole decent passabl pictur mani strike imag great last hour pale comparison night rememb better captur human drama ship final moment hand far better stanwyckwebb opu,positive
